seed,n_markers,n_true,bias,n_samples,paired,n_cells,pi,beta_treatment,beta_control,rho_b,rho_u,sigma_b,sigma_u,fdr,method,fdp,power
14,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
14,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
14,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
14,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
14,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
15,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
16,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
17,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
18,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
19,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
20,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
21,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
22,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
23,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
24,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0.25,1
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
25,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
26,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
27,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
28,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
29,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
30,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
31,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
32,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
33,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
34,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
35,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
36,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
37,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
38,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
39,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
40,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
41,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
42,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
43,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
44,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
45,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
46,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
47,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
48,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,1
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
49,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,1
50,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0.6666666666666666
51,10,3,0,32,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
