seed,n_markers,n_true,bias,n_samples,paired,n_cells,pi,beta_treatment,beta_control,rho_b,rho_u,sigma_b,sigma_u,fdr,method,fdp,power
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
41,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
42,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
43,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
44,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
45,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
46,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
47,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
48,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
49,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
50,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
51,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0.6666666666666666,0.3333333333333333
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0.5,0.3333333333333333
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
52,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
53,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
54,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
55,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
56,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
57,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0.3333333333333333,0.6666666666666666
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
58,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
59,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
60,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
61,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
62,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,1
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,1
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
63,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
64,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
65,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
66,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
67,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.6666666666666666
68,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
69,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
70,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,1,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,1,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
71,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
72,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
73,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
74,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0
75,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.3333333333333333
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.3333333333333333
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BH,0,0
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-PERM-BY,0,0
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BH,0,0.3333333333333333
76,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLM-BY,0,0
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BH,0,0.6666666666666666
77,10,3,0,8,TRUE,1000,0,3.2068032436339315,3.131136910560194,0,0,1,1,0.05,GLMM-BY,0,0.6666666666666666
